SLAMBench Report run started:	2023-08-27 04:41:16

Properties:
=================

frame-limit: 0
start-frame: 0
log-file: ./result/kitti/aloam/aloam-kitti-result.txt
input: ./datasets/KITTI/2011_09_30_drive_0027/2011_09_30_drive_0027_sync.slam
load-slam-library: /deps/aloam/lib/libaloam-original-library.so
save-groundtruth: 
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
alignment-technique: new
gui: true
lifelong: false
Grey-intrinsics-parameters: 0.577416,1.911057,0.4909358,0.4948929
Grey-intrinsics-parameters: 0.577416,1.911057,0.4909358,0.4948929
configuration: /deps/aloam/configs/configs.yaml

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	OrientationError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	CPU_Memory	GPU_Memory	X	Y	Z
165	45642.6104975780	0.3236865699	239.8114114952	0.2062901711	0.4093084037	0.1817041937	0.1314070000	33998769	0	-77.4728317261	0.4889769852	19.4828529358
166	45642.7142952650	0.3084303737	239.8333227421	0.2071014745	0.4109587371	0.1820948960	0.1109890000	35000156	0	-77.5512008667	0.4693486691	20.2897663116
167	45642.8181042270	0.3171813190	119.8500397059	0.2079397247	0.4127528369	0.1848073405	0.0758140000	35430920	0	-77.6366348267	0.4911832213	21.0779647827
168	45642.9219047090	0.3176190853	119.8145637033	0.2087589055	0.4145376086	0.1849359592	0.1184480000	34000278	0	-77.7082214355	0.4940719306	21.8654785156
169	45643.0256946170	0.3297902346	119.9790483189	0.2096262980	0.4164129794	0.1851160748	0.1076280000	35402998	0	-77.7778930664	0.4852350056	22.6234664917
170	45643.1294919270	0.3680274487	239.8489228942	0.2106624593	0.4186445773	0.1896239842	0.0742460000	36075141	0	-77.8299407959	0.4982216954	23.2894439697
171	45643.2333152010	0.3749976754	239.6467492947	0.2117057931	0.4208934009	0.1913500264	0.1273160000	34571815	0	-77.8990707397	0.4922698438	24.0429611206
172	45643.3371380060	0.3883619010	239.3920925217	0.2127961344	0.4232509136	0.1938961656	0.1039190000	36211099	0	-77.9784774780	0.4901167452	24.7967166901
173	45643.4409611620	0.3777938187	239.3594168967	0.2138048603	0.4255523682	0.1954093909	0.0823260000	36494724	0	-78.0493392944	0.4799728394	25.5839691162
174	45643.5448076290	0.3784029782	239.3234901017	0.2147989881	0.4278294444	0.1955564426	0.1232180000	34826694	0	-78.1272964478	0.4592340589	26.3729572296
175	45643.6486793070	0.3872789741	239.0744887253	0.2158317990	0.4302041233	0.1976589500	0.1233350000	36784522	0	-78.2192916870	0.4588956237	27.1625366211
176	45643.7525242240	0.3970270753	239.7791456816	0.2168728663	0.4326647818	0.2198601664	0.0840240000	36088088	0	-78.2874221802	0.4454384446	27.8870105743
177	45643.8563694070	0.4138072431	239.7733810019	0.2179818920	0.4352534115	0.2227411013	0.1270120000	34562925	0	-78.3673782349	0.4391472936	28.6415729523
178	45643.9602182600	0.4253330827	239.8731564053	0.2191311786	0.4379167557	0.2261424044	0.1055450000	37013237	0	-78.4376983643	0.4302611351	29.3990745544
179	45644.0640399020	0.4045796394	119.9871625837	0.2201148078	0.4404554069	0.2265933470	0.1114120000	35440879	0	-78.4592666626	0.4121436477	30.1206130981
180	45644.1678860900	0.4276115298	239.9686424499	0.2211904927	0.4431593418	0.2262057370	0.1072370000	35432760	0	-78.5382614136	0.3997462988	30.8671989441
181	45644.2717563650	0.4421696663	239.8356723272	0.2223107540	0.4459958971	0.2271696689	0.1079610000	37225724	0	-78.6022644043	0.4071885645	31.6129264832
182	45644.3756275460	0.4471715987	239.9405020706	0.2234341102	0.4488815367	0.2269912945	0.1065920000	36020938	0	-78.6653213501	0.4008758962	32.3820991516
183	45644.4794996660	0.3730687499	119.8880292181	0.2241236865	0.4512826502	0.2356733718	0.0637990000	35594461	0	-78.6452789307	0.3857318163	33.1455383301
184	45644.5833467850	0.3603996038	119.9011568416	0.2247315390	0.4536102414	0.2357053541	0.1664260000	35840324	0	-78.6995468140	0.3754594028	33.9310112000
185	45644.6871934840	0.3652671278	239.9384256931	0.2253377821	0.4559845924	0.2360041892	0.1465700000	37733220	0	-78.7649459839	0.3670935333	34.7019844055
186	45644.7910391170	0.3278772235	239.9706095444	0.2257548892	0.4581520557	0.2357272675	0.1314870000	35960728	0	-78.7972030640	0.3727701008	35.5217285156
187	45644.8948609550	0.3314910829	239.9564027509	0.2261846389	0.4603683650	0.2351481682	0.2031060000	35852437	0	-78.8741455078	0.3676437736	36.3276023865
188	45644.9986834030	0.3371787667	239.9664021479	0.2266242112	0.4626551270	0.2348115279	0.1524340000	38466107	0	-78.9518280029	0.3642696738	37.1204376221
189	45645.1025062750	0.3222021163	119.6827956939	0.2269708136	0.4648287892	0.2375675771	0.1145540000	37368207	0	-79.0045852661	0.3573725224	37.9013710022
190	45645.2063542590	0.3215675652	119.4737372638	0.2273154366	0.4670158029	0.2386743286	0.1581850000	37221414	0	-79.0788955688	0.3530545235	38.7052078247
191	45645.3102008110	0.3243033886	119.3448515941	0.2276783906	0.4692477286	0.2391582309	0.1592530000	39268138	0	-79.1561050415	0.3504461050	39.5239219666
192	45645.4140490850	0.3013476133	119.4842694155	0.2279733298	0.4713278711	0.2457610275	0.1021080000	38660112	0	-79.2211456299	0.3392244875	40.4028091431
193	45645.5179220580	0.2960300446	119.1813778465	0.2282298227	0.4733847678	0.2494534111	0.1256010000	37456521	0	-79.2932128906	0.3201519251	41.2332992554
194	45645.6218158780	0.2932333648	118.9386192630	0.2284524855	0.4754434526	0.2522948468	0.1315760000	39369113	0	-79.3639602661	0.2993362844	42.0642509460
195	45645.7257317020	0.3013644218	119.2709899284	0.2286496984	0.4775383174	0.2569271647	0.1061160000	38151725	0	-79.4351730347	0.2710458338	42.8480110168
196	45645.8296255960	0.3012714088	119.3902313710	0.2288284510	0.4796405733	0.2568713358	0.1142170000	37645380	0	-79.5153198242	0.2575724125	43.6983032227
197	45645.9335210830	0.3136532009	119.2542832857	0.2290276983	0.4818108976	0.2569583474	0.1251080000	39051955	0	-79.5969390869	0.2520014644	44.5234336853
198	45646.0374428220	0.3259962797	119.1344817677	0.2292579746	0.4840581417	0.2570200321	0.1172910000	38322390	0	-79.6888122559	0.2434177548	45.3688621521
199	45646.1413622960	0.3135877252	119.4867692647	0.2294371186	0.4863079488	0.2608916374	0.0562280000	39318801	0	-79.7719879150	0.2492199242	46.2634391785
200	45646.2452798030	0.3150430620	119.4615248855	0.2295866651	0.4885106385	0.2603527385	0.1613320000	37960580	0	-79.8350448608	0.2523928881	47.0952911377
201	45646.3491982440	0.3100234270	119.2597884182	0.2297108228	0.4907250106	0.2608648758	0.1483680000	39992416	0	-79.9085769653	0.2390119135	47.9830665588
202	45646.4531159620	0.2908760905	119.4419359030	0.2297707844	0.4928750396	0.2626824021	0.1069730000	38435950	0	-79.9745178223	0.2682576478	48.8976554871
203	45646.5570122730	0.2869184911	119.5541012695	0.2297948077	0.4949926436	0.2627351783	0.1163050000	37527797	0	-80.0420379639	0.2708438635	49.7708435059
204	45646.6609088220	0.2743890882	119.5517516845	0.2297842628	0.4970458746	0.2628557581	0.1138220000	38775082	0	-80.1080093384	0.2626959383	50.6864204407
205	45646.7648004570	0.2667193413	119.3871441255	0.2297386344	0.4990507066	0.2635364010	0.1153490000	38345971	0	-80.1746292114	0.2614996731	51.5753974915
206	45646.8686931630	0.2687294483	119.6238375010	0.2296739704	0.5010989308	0.2670268010	0.0564600000	39559565	0	-80.2558746338	0.2255766988	52.4370727539
207	45646.9726125110	0.2563423812	119.4930803595	0.2295603277	0.5030549169	0.2667598722	0.1167880000	37716129	0	-80.3236007690	0.2090957910	53.3111495972
208	45647.0765314040	0.2494078577	119.3839066158	0.2294006340	0.5049840808	0.2665041006	0.1252610000	38830428	0	-80.3920440674	0.1838390678	54.1667976379
209	45647.1804740840	0.2766020298	119.3040343836	0.2292925882	0.5070806146	0.2660111718	0.1137480000	38333887	0	-80.4862823486	0.1853832752	54.9660301208
210	45647.2844173800	0.2685812712	119.2804019291	0.2291429363	0.5091146231	0.2653872190	0.1236130000	39388250	0	-80.5491485596	0.1685242355	55.8179931641
211	45647.3883365180	0.2570482194	119.2086576221	0.2289380354	0.5110586882	0.2653279980	0.1216820000	40438071	0	-80.6054687500	0.1514910609	56.6682701111
212	45647.4922794860	0.2605273724	119.8212709491	0.2287497742	0.5130735636	0.2767152613	0.1143820000	39856650	0	-80.6886062622	0.1441052109	57.5517044067
213	45647.5961981000	0.2492572367	239.8559716494	0.2285253379	0.5150163174	0.2822178465	0.1309210000	39853319	0	-80.7548751831	0.1463152915	58.4220695496
214	45647.7000908550	0.2444313467	120.0325150398	0.2282948212	0.5169112086	0.2817997062	0.1031190000	40691554	0	-80.8214874268	0.1333080679	59.2832221985
215	45647.8040098700	0.2471748292	119.5469568917	0.2280786403	0.5188442469	0.2894262862	0.1058390000	40074827	0	-80.8930435181	0.1196471900	60.1366615295
216	45647.9079293710	0.2447566390	119.6473470121	0.2278382305	0.5207650661	0.2891779687	0.1822260000	41497846	0	-80.9636840820	0.1137201488	60.9641342163
217	45648.0118487780	0.2406581193	119.4878757553	0.2276197246	0.5226044059	0.2890915525	0.1453090000	40977691	0	-81.0365447998	0.1032775044	61.8301048279
218	45648.1157452100	0.2620066404	119.7304294331	0.2275298083	0.5244549513	0.2907417768	0.1109000000	40467792	0	-81.1256484985	0.1255392432	62.6978187561
219	45648.2196394070	0.2699766755	119.8428543469	0.2274916104	0.5262882113	0.2904839467	0.1551430000	41630997	0	-81.2056045532	0.1150425822	63.5391387939
220	45648.3235586700	0.2835372686	119.6683976551	0.2275314754	0.5281345844	0.2910447705	0.1393600000	41568616	0	-81.2921981812	0.0941876471	64.3811492920
221	45648.4275006850	0.2350659966	119.6989832422	0.2272334466	0.5299732685	0.2911569455	0.1209650000	40941979	0	-81.3701400757	0.0660357624	65.0586166382
222	45648.5314427110	0.2395700812	119.6578655034	0.2269417899	0.5318459272	0.2905516628	0.1449240000	41389838	0	-81.4675903320	0.0405902565	65.8707351685
223	45648.6353613920	0.2347418368	119.7147063377	0.2266401475	0.5336891413	0.2899911662	0.1190570000	41727523	0	-81.5576171875	0.0178456008	66.6946868896
224	45648.7392804100	0.2306344062	119.8954058224	0.2263280540	0.5354847312	0.2905613323	0.1124470000	41301328	0	-81.6506118774	0.0057450235	67.5105819702
225	45648.8431753840	0.2250533253	119.8196453641	0.2259931948	0.5372437835	0.2917909594	0.0575250000	40774357	0	-81.7436294556	-0.0028688461	68.3059234619
226	45648.9470712700	0.2241059542	119.7769020403	0.2256695634	0.5389629602	0.2914843773	0.1365630000	43061272	0	-81.8445510864	-0.0089186728	69.1164321899
227	45649.0509891780	0.2197771370	119.7132446772	0.2253151301	0.5406691432	0.2911914611	0.1185670000	42189245	0	-81.9483108521	-0.0111089647	69.8987884521
228	45649.1549062190	0.2178489566	119.4588337910	0.2248942590	0.5423033237	0.2926533438	0.1200850000	41567496	0	-82.0486221313	0.0106484145	70.5976028442
229	45649.2588253030	0.1993153244	119.3127223843	0.2244201596	0.5438065529	0.2925415145	0.1242480000	42190659	0	-82.1598510742	0.0030125380	71.3738250732
230	45649.3627677320	0.1831080019	119.2936798169	0.2239153337	0.5451823473	0.2924991498	0.1169070000	42257298	0	-82.2735366821	0.0051777810	72.1564636230
231	45649.4667148460	0.1712609977	119.5485005144	0.2233848702	0.5464282036	0.2934707958	0.1197890000	41816113	0	-82.3863449097	0.0070027858	72.9207992554
232	45649.5706575540	0.1563891917	119.5040906244	0.2228332230	0.5475941300	0.2928808556	0.1779560000	42743882	0	-82.5133438110	-0.0068408847	73.7140045166
233	45649.6745961180	0.1481901407	119.3460810282	0.2222956207	0.5486515164	0.2929001917	0.1362260000	42071825	0	-82.6466827393	-0.0111823976	74.5134582520
234	45649.7785405010	0.1705319136	119.4542985454	0.2218049840	0.5498404503	0.2929247990	0.1261340000	41474418	0	-82.8070373535	0.0114544034	75.2522583008
235	45649.8824825950	0.1687746048	119.3371061596	0.2213492068	0.5509421229	0.2925823393	0.1200900000	42892633	0	-82.9465103149	0.0061728656	76.0348892212
236	45649.9864011420	0.1629544199	119.3264100834	0.2208736683	0.5520077944	0.2922544670	0.1298000000	42828055	0	-83.0876388550	0.0014417619	76.7863006592
237	45650.0903209150	0.1500040740	119.5582130434	0.2203028052	0.5529990196	0.2925952536	0.0967290000	42536363	0	-83.2319107056	-0.0035739690	77.4450454712
238	45650.1942273390	0.1446948051	119.4183854107	0.2197252175	0.5538575053	0.2925415871	0.1214190000	42148572	0	-83.3699188232	-0.0053684562	78.1588134766
239	45650.2980971980	0.1382336468	119.3759152945	0.2191444471	0.5546384454	0.2919566150	0.1066360000	43098645	0	-83.5317306519	-0.0171128064	78.8968048096
240	45650.4019551350	0.1645819396	119.5356051173	0.2186485602	0.5553519130	0.2924437256	0.1308090000	43052538	0	-83.6956405640	-0.0076380819	79.5832519531
241	45650.5058284130	0.1500043124	119.4531647340	0.2181219352	0.5560118556	0.2919705806	0.1216360000	43722757	0	-83.8782043457	-0.0161173046	80.3320236206
242	45650.6097010770	0.1429846734	119.2729706833	0.2175827574	0.5566002131	0.2919790921	0.1137400000	44416359	0	-84.0589523315	-0.0310603082	81.0533981323
243	45650.7135701170	0.1490025520	119.1492486367	0.2170344474	0.5574410558	0.2975405816	0.0927250000	43567693	0	-84.2939605713	-0.0003778934	81.8325958252
244	45650.8174413570	0.1443179995	119.0881047832	0.2164794975	0.5582970381	0.2973257613	0.1347980000	43640508	0	-84.5052795410	-0.0048146099	82.5577087402
245	45650.9213115230	0.1442440897	119.1371865226	0.2159309147	0.5592098832	0.2967678030	0.1143840000	43610365	0	-84.7195434570	-0.0003939271	83.2915267944
246	45651.0252077480	0.1694048345	119.6008197635	0.2154301083	0.5602407455	0.3034124296	0.0981500000	43366838	0	-84.9516372681	0.0277496427	83.9988327026
247	45651.1291038900	0.1716338545	119.5409326648	0.2149310016	0.5612759590	0.3029064332	0.1289400000	43925707	0	-85.1877288818	0.0313781798	84.7174148560
248	45651.2329720960	0.1686281264	119.5374629287	0.2144115718	0.5623084903	0.3023171585	0.1235580000	44995266	0	-85.4282531738	0.0299786031	85.4223022461
249	45651.3368411940	0.1886482835	119.3510807266	0.2139470185	0.5632684827	0.3042447675	0.0968760000	44179733	0	-85.6592483521	0.0561886728	86.0781173706
250	45651.4407344610	0.1780797988	119.4290131851	0.2134585084	0.5643083453	0.3037839227	0.1209380000	44904982	0	-85.9260101318	0.0594836771	86.8248291016
251	45651.5446776520	0.1797392666	119.5102377947	0.2129618443	0.5654125810	0.3032606690	0.1150400000	44602655	0	-86.2032318115	0.0538247377	87.5368957520
252	45651.6486198160	0.1847682446	119.6328670110	0.2124880411	0.5665130019	0.3032858120	0.1110300000	44048184	0	-86.4674911499	0.0677978098	88.2458114624
253	45651.7525735270	0.1828901321	119.3439226884	0.2120077613	0.5675485134	0.3035665834	0.1215810000	45289121	0	-86.7352218628	0.0668193251	88.9205474854
254	45651.8565193000	0.1934157461	119.3618724255	0.2115414040	0.5686109662	0.3030443667	0.1148350000	44956678	0	-87.0259170532	0.0580442548	89.5846328735
255	45651.9604270340	0.1979069412	119.3360406501	0.2111018865	0.5695434213	0.3038099959	0.1100280000	44673785	0	-87.3003997803	0.0429789871	90.2281951904
256	45652.0643449770	0.1749998033	119.3600555952	0.2106005244	0.5704624653	0.3032316692	0.1279520000	45894744	0	-87.6016769409	0.0464497358	90.9567871094
257	45652.1682902930	0.1526817232	119.3454389904	0.2100316607	0.5714415312	0.3026723708	0.1235530000	45675525	0	-87.9168319702	0.0535918176	91.7078781128
258	45652.2722578610	0.1844494492	119.7894149468	0.2096682002	0.5724340677	0.3071802103	0.1069830000	45357338	0	-88.2650070190	0.0872373134	92.5396423340
259	45652.3762244710	0.1958346963	120.1263891597	0.2093669011	0.5734191537	0.3077935089	0.1368450000	46305611	0	-88.5999755859	0.1043147296	93.2515563965
260	45652.4801904110	0.1946757436	239.9868380739	0.2091080311	0.5742985010	0.3072152285	0.1321980000	47083923	0	-88.9128952026	0.1220485270	93.9481887817
261	45652.5841554680	0.1332251430	120.0235948127	0.2086111284	0.5749745965	0.3068561662	0.1003110000	46194663	0	-89.1889953613	0.1340241432	94.5399169922
262	45652.6881225330	0.1209564880	120.0450416067	0.2080621474	0.5756124854	0.3063362442	0.1408510000	46223740	0	-89.5081710815	0.1321426630	95.2085876465
263	45652.7920899810	0.1169711426	120.0184038689	0.2075170925	0.5762125254	0.3059416186	0.1144300000	47510254	0	-89.8444442749	0.1375433654	95.9059600830
264	45652.8960327630	0.0879738778	119.7731590966	0.2068856010	0.5767052770	0.3072758472	0.1040520000	46461480	0	-90.1678771973	0.1000764817	96.5797882080
265	45652.9999735810	0.0705058500	119.7079990919	0.2062177144	0.5771755576	0.3066971200	0.1627720000	47181650	0	-90.5045623779	0.0924570858	97.3037414551
266	45653.1039394850	0.0647093505	119.5905881401	0.2055442745	0.5776194334	0.3065787509	0.1195910000	46534552	0	-90.8496093750	0.0865643471	98.0062408447
267	45653.2078833090	0.1192020923	119.4888456422	0.2050630274	0.5782421231	0.3082787686	0.1325950000	46272841	0	-91.2349014282	0.1067554206	98.7539443970
268	45653.3118037820	0.1300215125	119.4021705416	0.2046243542	0.5788956285	0.3078404136	0.1472970000	47247947	0	-91.5947570801	0.1067098826	99.4548797607
269	45653.4157447550	0.1699360907	119.5046233792	0.2043235082	0.5796501040	0.3076333839	0.1297280000	47250303	0	-91.9822082520	0.1029350609	100.1857681274
270	45653.5196849330	0.0908700451	119.7949883812	0.2037627003	0.5801398158	0.3074386525	0.0980360000	47066452	0	-92.2942123413	0.1065307260	100.7831268311
271	45653.6236029820	0.0788104981	119.5840858000	0.2031553980	0.5806214213	0.3075104680	0.1471680000	47452553	0	-92.6525115967	0.0892555565	101.4610595703
272	45653.7275240500	0.0665355623	119.6145484437	0.2025297832	0.5810161233	0.3070305281	0.1330130000	47362842	0	-93.0010833740	0.0893243998	102.1268692017
273	45653.8314789190	0.0730817840	119.5785533468	0.2019674893	0.5813117623	0.3065670693	0.1081220000	46838139	0	-93.3510665894	0.1028678864	102.8180541992
274	45653.9354271200	0.0661631897	119.6742033159	0.2013880078	0.5815606713	0.3064639305	0.1331050000	47639934	0	-93.7085952759	0.1040607989	103.4742050171
275	45654.0393360660	0.0801230520	119.6469645215	0.2008666617	0.5818611383	0.3059306308	0.1328870000	47392561	0	-94.0989456177	0.0971669257	104.1712188721
276	45654.1432479490	0.1057218611	119.7042971294	0.2004254529	0.5822408199	0.3058569464	0.1029590000	47421786	0	-94.4921798706	0.0995514244	104.8549346924
277	45654.2471648690	0.1075813994	119.7320686785	0.1999970080	0.5826160908	0.3054266448	0.1423620000	47786728	0	-94.8643112183	0.0903841108	105.5114212036
278	45654.3510939140	0.1151200235	119.8161619676	0.1996034003	0.5830017328	0.3049512413	0.1272850000	47234214	0	-95.2409591675	0.0812528729	106.1671524048
279	45654.4550371190	0.0747659430	119.9086700497	0.1991128627	0.5831840634	0.3046868386	0.1210560000	46916601	0	-95.5773010254	0.0814940929	106.7692794800
280	45654.5589729800	0.0634878948	119.8347810633	0.1985757199	0.5833803415	0.3044203615	0.1595800000	47845213	0	-95.9573669434	0.0755562633	107.3997497559
281	45654.6629157690	0.0793440789	119.7716701154	0.1980908313	0.5836173296	0.3040208163	0.1297770000	47688069	0	-96.3450851440	0.0791390240	108.0502929688
282	45654.7668567410	0.0652279779	119.5539646657	0.1975839749	0.5837154984	0.3039931366	0.1158470000	47218396	0	-96.6953430176	0.0852863640	108.6600952148
283	45654.8707741060	0.0688079596	119.6597233149	0.1970934011	0.5838301778	0.3037538775	0.1403700000	48103699	0	-97.0629272461	0.0855154842	109.2846755981
284	45654.9746937940	0.0761802644	119.6879866376	0.1966275268	0.5839610696	0.3033957409	0.1510040000	48102526	0	-97.4267272949	0.0912485123	109.8967437744
285	45655.0786131870	0.0873166248	119.7119196205	0.1962610961	0.5839367509	0.3045709966	0.1534500000	47543691	0	-97.7604064941	0.0938774347	110.4970703125
286	45655.1825319390	0.1297419965	119.6494507103	0.1960180419	0.5840663314	0.3041548725	0.1804720000	48432294	0	-98.1411743164	0.0948962271	111.1095962524
287	45655.2864510320	0.1483663470	119.6720722969	0.1958171763	0.5842776895	0.3037590605	0.1705450000	48364857	0	-98.5067977905	0.0989362895	111.6774749756
288	45655.3903687160	0.1116004214	119.6258455766	0.1955357219	0.5843333602	0.3054275341	0.1657660000	47996274	0	-98.8012924194	0.0955111086	112.1889114380
289	45655.4942871460	0.1022205576	119.5614915342	0.1952276024	0.5843408108	0.3050174296	0.1315780000	48772318	0	-99.1163864136	0.0988383293	112.7015304565
290	45655.5982085680	0.1188988686	119.5448395330	0.1949802173	0.5843796730	0.3047492747	0.1123830000	48756402	0	-99.4366760254	0.1053754091	113.2203292847
291	45655.7021251500	0.0946804211	119.7077258843	0.1947622140	0.5839626193	0.3044525960	0.1190870000	48307185	0	-99.6300506592	0.1116597056	113.5972747803
292	45655.8060206100	0.1058977917	119.6224031612	0.1945889275	0.5834824443	0.3040937187	0.1151310000	48488354	0	-99.9027099609	0.1169611514	114.0441131592
293	45655.9099176230	0.1001381502	119.5469842124	0.1944013287	0.5830186009	0.3035765446	0.1166900000	49407953	0	-100.1837463379	0.1198474467	114.4939422607
294	45656.0138107310	0.0906960815	119.5154423988	0.1941778519	0.5825957656	0.3035139883	0.0932820000	48856628	0	-100.4644317627	0.1074963808	114.9299621582
295	45656.1177041980	0.0980998650	119.4076346930	0.1939803927	0.5821656585	0.3030242082	0.1263370000	49694645	0	-100.7208251953	0.1112174988	115.3374786377
296	45656.2215758430	0.1026331633	119.3761611813	0.1938114143	0.5816975832	0.3025146518	0.1134110000	50293258	0	-100.9621734619	0.1119904518	115.7217636108
297	45656.3254222430	0.1100897789	119.5769687429	0.1936976041	0.5811258554	0.3020676227	0.1015540000	49582655	0	-101.1808853149	0.1005259156	116.0722427368
298	45656.4292663720	0.1134902537	119.5779522901	0.1936005075	0.5805454254	0.3020430736	0.1250320000	50150432	0	-101.4182510376	0.1028945148	116.4326171875
299	45656.5331121310	0.1112007126	119.5542515337	0.1934858371	0.5800265670	0.3016233926	0.1158980000	50281747	0	-101.6628646851	0.1048620343	116.7719497681
300	45656.6369609530	0.1142116860	119.5952053480	0.1933896074	0.5794861317	0.3014092476	0.1097810000	49748052	0	-101.8817443848	0.0981370211	117.0737838745
301	45656.7407826920	0.1288358271	119.6339871621	0.1933522204	0.5788613558	0.3016037045	0.1197980000	50573635	0	-102.0863571167	0.1104976535	117.3692855835
302	45656.8446153620	0.1369851977	119.5720783274	0.1933531860	0.5782303810	0.3013069584	0.1198490000	50181872	0	-102.2891235352	0.1078269780	117.6664199829
303	45656.9484144420	0.1455861628	119.5895226306	0.1933849164	0.5776039958	0.3012922475	0.1131510000	50132835	0	-102.4859466553	0.1176190972	117.9459304810
304	45657.0521812410	0.1598687321	119.6015164427	0.1934934162	0.5768704414	0.3016042157	0.0554360000	49686644	0	-102.6403961182	0.1162490845	118.1802215576
305	45657.1559090280	0.1703326255	119.6093848207	0.1936453580	0.5760782957	0.3013430590	0.1254500000	51071361	0	-102.8126907349	0.1156560779	118.4159088135
306	45657.2596094530	0.1819409728	119.5998498766	0.1938529872	0.5752617121	0.3011340112	0.1163000000	51291340	0	-102.9803009033	0.1124771535	118.6276702881
307	45657.3633122670	0.1895312667	119.5851376491	0.1940880425	0.5744400620	0.3008397930	0.1142110000	50811925	0	-103.1641845703	0.1130747199	118.8331832886
308	45657.4669927220	0.1847798377	119.5518882882	0.1943065571	0.5736079812	0.3029207372	0.0647880000	50519186	0	-103.3209304810	0.1013701856	118.9846115112
309	45657.5706725420	0.2079969049	119.4367586196	0.1946258567	0.5726576447	0.3045679527	0.1445670000	51754863	0	-103.4652023315	0.1051130295	119.1514587402
310	45657.6743750430	0.2278151214	119.4184810334	0.1950220334	0.5716916323	0.3048343226	0.1289920000	51623500	0	-103.6365890503	0.1089555621	119.3419723511
311	45657.7781001620	0.2458231151	119.3673229165	0.1954958321	0.5706671476	0.3047663169	0.1316670000	51533147	0	-103.7830352783	0.1093974411	119.4845962524
312	45657.8818500270	0.2453781515	119.2524391346	0.1959799701	0.5695636868	0.3046127753	0.0718130000	52771269	0	-103.9392623901	0.0958620608	119.5905838013
313	45657.9856017020	0.2675845027	119.2264570950	0.1965471142	0.5684382319	0.3042909619	0.1321320000	52509764	0	-104.1040191650	0.1101496518	119.7418136597
314	45658.0893295440	0.2883856297	119.2417567188	0.1972064550	0.5672402382	0.3038533308	0.1199840000	52396072	0	-104.2772674561	0.1112883687	119.9041519165
315	45658.1930330760	0.3081730604	119.1971692439	0.1979492883	0.5660173297	0.3036455323	0.1300430000	52059239	0	-104.4449768066	0.1113234758	120.0515441895
316	45658.2967102890	0.2637824416	119.4039190701	0.1984975529	0.5649272203	0.3123206692	0.0885990000	54504217	0	-104.6439666748	0.1032876372	120.1191024780
317	45658.4004149360	0.2820767760	119.4137135613	0.1991180027	0.5637892485	0.3118868138	0.1455950000	53138138	0	-104.8315353394	0.1094892621	120.2462463379
318	45658.5041426990	0.2789751589	119.5390202118	0.1997133890	0.5627157688	0.3119414834	0.1325980000	53039834	0	-105.0325698853	0.1217806041	120.3503417969
319	45658.6078427250	0.2830330133	119.5713679878	0.2003081917	0.5617088675	0.3115148980	0.1638100000	53568185	0	-105.2412796021	0.1316832006	120.4643554688
320	45658.7115680300	0.2405517399	119.6576605977	0.2007145866	0.5607930422	0.3113005004	0.1102500000	54437522	0	-105.4456787109	0.1478846669	120.4952621460
321	45658.8153190520	0.2528910935	119.7366995468	0.2011657835	0.5598402619	0.3108704038	0.1529970000	53986134	0	-105.6285018921	0.1542018056	120.5699539185
322	45658.9190640640	0.2698518038	119.7421227170	0.2016880765	0.5588279963	0.3103910408	0.1905950000	53889172	0	-105.8225097656	0.1515925229	120.6576614380
323	45659.0228163470	0.2892557085	119.7457973588	0.2022867006	0.5576970577	0.3099514630	0.1892340000	55301260	0	-105.9968948364	0.1536162198	120.7227096558
324	45659.1265500550	0.3076437712	119.6287552372	0.2029696402	0.5564486384	0.3104235906	0.1574320000	54230678	0	-106.1849746704	0.1279899180	120.7850265503
325	45659.2302289620	0.3260371089	119.6509670123	0.2037217126	0.5552011132	0.3099806578	0.1322190000	54706151	0	-106.4225006104	0.1282252073	120.8747558594
326	45659.3338578990	0.3375935555	119.7489938873	0.2045217597	0.5539647341	0.3096982531	0.1338940000	54570544	0	-106.6919097900	0.1343778372	120.9598999023
327	45659.4375118310	0.3548082411	119.7528051329	0.2053818648	0.5527136922	0.3093598806	0.1442680000	56098103	0	-106.9692459106	0.1488474309	121.0327377319
328	45659.5411910180	0.3687542379	119.8082389482	0.2062987555	0.5514070392	0.3088911451	0.1237050000	54814362	0	-107.2559738159	0.1548303962	121.0876770020
329	45659.6448688170	0.3694134057	119.8235932134	0.2071901435	0.5504074097	0.3095797498	0.0714410000	55895632	0	-107.6525650024	0.1704660356	121.1769866943
330	45659.7485494130	0.3788543344	119.8381688371	0.2081256788	0.5493454933	0.3091170539	0.1471750000	55569682	0	-107.9740371704	0.1774097681	121.2029647827
331	45659.8522301290	0.3953759968	119.9505391093	0.2091272184	0.5482563376	0.3090053293	0.1563910000	55257119	0	-108.3137207031	0.1859998107	121.2210006714
332	45659.9559091130	0.3980330229	120.0391539836	0.2101282253	0.5472496748	0.3089153883	0.1458960000	57175555	0	-108.6692276001	0.1955190897	121.2049560547
333	45660.0596113450	0.4116905630	120.1496664444	0.2111911986	0.5461518764	0.3087009255	0.1483530000	55433715	0	-109.0410766602	0.2023817599	121.1956024170
