SLAMBench Report run started:	2023-08-27 04:34:22

Properties:
=================

frame-limit: 0
start-frame: 0
log-file: /home/yuhao/slambench/result/kitti/legoloam/legoloam-kitti-result.txt
input: /home/yuhao/slambench/datasets/KITTI/2011_09_30_drive_0027/2011_09_30_drive_0027_sync.slam
load-slam-library: ./liblegoloam-original-library.so
save-groundtruth: 
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
alignment-technique: new
gui: true
lifelong: false
Grey-intrinsics-parameters: 0.577416,1.911057,0.4909358,0.4948929
Grey-intrinsics-parameters: 0.577416,1.911057,0.4909358,0.4948929
configuration: ../configs/configs.yaml

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	OrientationError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	CPU_Memory	GPU_Memory	X	Y	Z
165	45642.6104975780	0.9053821564	179.1924717434	0.4277826703	0.9053821564	1.4752808207	0.0235020000	90450789	0	-77.3191375732	0.9895859957	18.7363243103
166	45642.7142952650	0.4650983810	179.2105034428	0.4277482734	0.9009245038	1.4714008054	0.2082590000	93093974	0	-77.4566802979	0.9709490538	20.2591972351
167	45642.8181042270	0.9008361697	179.1115066810	0.4308784952	0.9008361697	1.4675636948	0.0234640000	90736055	0	-77.4566802979	0.9709490538	20.2591972351
168	45642.9219047090	0.4673841894	179.1056873598	0.4308378588	0.8965651393	1.4634327280	0.1630350000	93660260	0	-77.5975418091	0.9666380286	21.7901515961
169	45643.0256946170	0.9014607072	178.9602862927	0.4339179701	0.9014607072	1.4596511904	0.0255010000	91269889	0	-77.5975418091	0.9666380286	21.7901515961
170	45643.1294919270	0.4662011862	179.2191368019	0.4338381066	0.8975970149	1.4561573440	0.1648270000	94250114	0	-77.7190322876	0.9612937570	23.3359756470
171	45643.2333152010	0.8684723973	179.3959020976	0.4366608639	0.8821745515	1.4525833903	0.0229430000	91822815	0	-77.7190322876	0.9612937570	23.3359756470
172	45643.3371380060	0.4665113986	179.2323873689	0.4365654617	0.8783668280	1.4490514316	0.1897900000	94622880	0	-77.8515396118	0.9428818226	24.8459129333
173	45643.4409611620	0.8618993163	179.2864005049	0.4393038163	0.8634229302	1.4456987129	0.0234100000	92165465	0	-77.8515396118	0.9428818226	24.8459129333
174	45643.5448076290	0.4590516984	179.1991789892	0.4391517125	0.8598484397	1.4421915258	0.1437870000	96456178	0	-77.9763488770	0.9193866849	26.3661060333
175	45643.6486793070	0.8487948775	179.3547706984	0.4417779141	0.8487948775	1.4389446968	0.0236460000	94053111	0	-77.9763488770	0.9193866849	26.3661060333
176	45643.7525242240	0.4373909533	179.2050666122	0.4414957586	0.8456823826	1.4356039109	0.1227910000	96924496	0	-78.0973587036	0.8981342316	27.8850402832
177	45643.8563694070	0.8266999125	179.0831204148	0.4439493746	0.8315072060	1.4321970532	0.0242930000	94283137	0	-78.0973587036	0.8981342316	27.8850402832
178	45643.9602182600	0.4153056741	179.1882916676	0.4435361600	0.8288303614	1.4287420569	0.1512670000	97416234	0	-78.1896820068	0.8816615939	29.3917675018
179	45644.0640399020	0.8039404154	179.0772737728	0.4458206057	0.8153919578	1.4256700287	0.0232710000	94850207	0	-78.1896820068	0.8816615939	29.3917675018
180	45644.1678860900	0.4143632054	179.2237403494	0.4453840827	0.8130308986	1.4224850885	0.1669580000	97793352	0	-78.2973327637	0.8602457047	30.9050712585
181	45644.2717563650	0.7902061939	179.1078047184	0.4475443394	0.8001131415	1.4195989724	0.0230950000	95176829	0	-78.2973327637	0.8602457047	30.9050712585
182	45644.3756275460	0.3994819820	179.0674246401	0.4470236802	0.7980433702	1.4164450611	0.1255350000	98118250	0	-78.3869705200	0.8498340249	32.4245452881
183	45644.4794996660	0.7786466479	179.2400918223	0.4490982465	0.7992953658	1.4136433028	0.0223820000	95484367	0	-78.3869705200	0.8498340249	32.4245452881
184	45644.5833467850	0.3892090917	179.1898762715	0.4485160053	0.8016396165	1.4107213584	0.1340660000	99731964	0	-78.4974517822	0.8360809684	33.9642753601
185	45644.6871934840	0.7704083323	179.1976490268	0.4505163597	0.8049634099	1.4085001235	0.0259090000	96133441	0	-78.4974517822	0.8360809684	33.9642753601
186	45644.7910391170	0.3763045371	179.1280630595	0.4498576957	0.8071846366	1.4062458039	0.1372230000	100114986	0	-78.5998001099	0.8327166438	35.5431213379
187	45644.8948609550	0.7455506921	179.1866934033	0.4516963936	0.8102952242	1.4045105098	0.0232620000	96401719	0	-78.5998001099	0.8327166438	35.5431213379
188	45644.9986834030	0.3783765435	179.2072795935	0.4510351873	0.8125053048	1.4027336057	0.1389700000	100449564	0	-78.7340469360	0.8147972822	37.1451759338
189	45645.1025062750	0.7219525576	179.3097324311	0.4527133983	0.8154670596	1.4009116839	0.0214590000	96798673	0	-78.7340469360	0.8147972822	37.1451759338
190	45645.2063542590	0.3771073222	179.2478235964	0.4520375686	0.8176164031	1.3988144059	0.1300390000	100786846	0	-78.8708648682	0.7995315194	38.7538185120
191	45645.3102008110	0.7115408182	179.1836471390	0.4536336835	0.8204913735	1.3969167216	0.0230450000	97125027	0	-78.8708648682	0.7995315194	38.7538185120
192	45645.4140490850	0.3624997437	179.2403786902	0.4528823712	0.8224859238	1.3951481415	0.1295030000	101108424	0	-78.9924850464	0.7791838646	40.3968086243
193	45645.5179220580	0.6993531585	179.1953404228	0.4544072039	0.8251305819	1.3934120689	0.0273010000	97379269	0	-78.9924850464	0.7791838646	40.3968086243
194	45645.6218158780	0.3608159721	179.1389230603	0.4536465588	0.8271126747	1.3915035185	0.1461530000	100184894	0	-79.1355972290	0.7520316839	42.0659637451
195	45645.7257317020	0.6993422508	179.0982697744	0.4551546806	0.8296888471	1.3895771445	0.0274250000	97549139	0	-79.1355972290	0.7520316839	42.0659637451
196	45645.8296255960	0.3494883180	179.1316010975	0.4543472315	0.8316431046	1.3875826525	0.1113800000	101602108	0	-79.2825317383	0.7435743809	43.7511329651
197	45645.9335210830	0.7067623138	179.1189242664	0.4558876775	0.8341149092	1.3853540996	0.0223260000	97932849	0	-79.2825317383	0.7435743809	43.7511329651
198	45646.0374428220	0.3473239243	179.3724062469	0.4550726055	0.8360858560	1.3828917130	0.1534390000	100666006	0	-79.4419479370	0.7273622751	45.4635620117
199	45646.1413622960	0.7053719759	179.3793867002	0.4565892830	0.8384847045	1.3804147559	0.0221620000	98078383	0	-79.4419479370	0.7273622751	45.4635620117
200	45646.2452798030	0.3474153280	179.3561094155	0.4557777185	0.8403844237	1.3779620878	0.1479510000	100714032	0	-79.5876846313	0.7297577262	47.1978302002
201	45646.3491982440	0.6981049776	179.1275166444	0.4572377332	0.8427798152	1.3758641624	0.0232350000	98158969	0	-79.5876846313	0.7297577262	47.1978302002
202	45646.4531159620	0.3528118432	179.2424960489	0.4564492730	0.8446367383	1.3733962878	0.1588720000	100271186	0	-79.7215576172	0.7091827989	48.9527091980
203	45646.5570122730	0.6811490059	179.1366827582	0.4578061748	0.8469008207	1.3711836575	0.0212480000	97799019	0	-79.7215576172	0.7091827989	48.9527091980
204	45646.6609088220	0.3370252252	179.2650629939	0.4569592448	0.8486073017	1.3688657183	0.1422350000	99546524	0	-79.8428115845	0.7041147351	50.7031173706
205	45646.7648004570	0.6701858044	179.2038644989	0.4582568137	0.8506970406	1.3667347736	0.0210140000	97321293	0	-79.8428115845	0.7041147351	50.7031173706
206	45646.8686931630	0.3171350658	179.3982107016	0.4573294250	0.8522919416	1.3646704210	0.1295780000	98936922	0	-79.9700317383	0.6889970303	52.4323692322
207	45646.9726125110	0.6541358232	179.5708778838	0.4585448841	0.8541436791	1.3625886916	0.0207540000	96952195	0	-79.9700317383	0.6889970303	52.4323692322
208	45647.0765314040	0.3179365993	179.4453799880	0.4576308940	0.8556847572	1.3603641346	0.1250460000	98819348	0	-80.1128997803	0.6790142059	54.1549034119
209	45647.1804740840	0.6364517212	179.7304720839	0.4587461122	0.8574328423	1.3582799887	0.0216030000	96982265	0	-80.1128997803	0.6790142059	54.1549034119
210	45647.2844173800	0.3091787994	179.2676174846	0.4578029926	0.8588891625	1.3563486102	0.1176400000	98985518	0	-80.2499542236	0.6392399669	55.8556175232
211	45647.3883365180	0.6347312331	179.0476580726	0.4589016372	0.8605980277	1.3544071532	0.0200840000	97232555	0	-80.2499542236	0.6392399669	55.8556175232
212	45647.4922794860	0.3165960014	179.0416065250	0.4579986302	0.8618699908	1.3524366498	0.1513910000	98965220	0	-80.3673019409	0.5993379354	57.5883674622
213	45647.5961981000	0.5993212461	179.0878332453	0.4589201716	0.8633072376	1.3515674676	0.0205350000	97238225	0	-80.3673019409	0.5993379354	57.5883674622
214	45647.7000908550	0.3016956151	179.3170543938	0.4579696440	0.8644056320	1.3498561136	0.1477180000	98874890	0	-80.4854354858	0.6040318012	59.2657203674
215	45647.8040098700	0.5819082260	178.9790829733	0.4588029556	0.8657172918	1.3492632210	0.0223650000	97244331	0	-80.4854354858	0.6040318012	59.2657203674
216	45647.9079293710	0.2992165387	179.2253112929	0.4578533778	0.8666706085	1.3482000966	0.1197040000	99076172	0	-80.6035156250	0.5762764812	60.9316787720
217	45648.0118487780	0.5604970455	179.3131748464	0.4585883115	0.8677024841	1.3469592039	0.0232670000	97544369	0	-80.6035156250	0.5762764812	60.9316787720
218	45648.1157452100	0.2860231996	179.3014405814	0.4575968162	0.8685163856	1.3455779276	0.0970460000	99372718	0	-80.7451400757	0.5539452434	62.5645637512
219	45648.2196394070	0.5544693470	179.3484186225	0.4583057051	0.8693918586	1.3448746331	0.0204210000	97824071	0	-80.7451400757	0.5539452434	62.5645637512
220	45648.3235586700	0.3000437021	179.1320655504	0.4573844299	0.8701688647	1.3441479545	0.1377860000	99671820	0	-80.9025268555	0.5190716982	64.2013473511
221	45648.4275006850	0.5314469337	179.4433445916	0.4579791995	0.8709100485	1.3434320366	0.0248660000	98243865	0	-80.9025268555	0.5190716982	64.2013473511
222	45648.5314427110	0.2981183827	179.1044715861	0.4570643267	0.8716843724	1.3426799398	0.1140980000	99741938	0	-81.0774765015	0.4967328906	65.8123016357
223	45648.6353613920	0.5321778655	179.2736963530	0.4576643305	0.8723616600	1.3425395817	0.0206850000	98300759	0	-81.0774765015	0.4967328906	65.8123016357
224	45648.7392804100	0.3007150292	179.0416201854	0.4567693399	0.8730194569	1.3422797533	0.1519950000	100106328	0	-81.2517929077	0.4657359421	67.4289550781
225	45648.8431753840	0.5118878484	178.9855853134	0.4572678725	0.8735495806	1.3418607709	0.0215640000	98642681	0	-81.2517929077	0.4657359421	67.4289550781
226	45648.9470712700	0.3039794862	179.0675475835	0.4564023935	0.8740897179	1.3414056869	0.1432800000	100420490	0	-81.4342956543	0.4549274743	69.0199966431
227	45649.0509891780	0.4976465702	178.8987462883	0.4568374610	0.8744221330	1.3413770926	0.0217990000	98964859	0	-81.4342956543	0.4549274743	69.0199966431
228	45649.1549062190	0.3011806309	179.0812352826	0.4559743257	0.8748780489	1.3411000572	0.1573450000	100781808	0	-81.6401367188	0.4455195963	70.5888519287
229	45649.2588253030	0.4801185727	179.3572295665	0.4563290377	0.8749783635	1.3411174549	0.0194650000	99286905	0	-81.6401367188	0.4455195963	70.5888519287
230	45649.3627677320	0.3052884042	179.1328032108	0.4555005416	0.8751953840	1.3415009628	0.1172760000	101041690	0	-81.8643112183	0.4350146949	72.1371078491
231	45649.4667148460	0.4627751112	179.1049496994	0.4557759045	0.8750441670	1.3415507016	0.0236080000	99596923	0	-81.8643112183	0.4350146949	72.1371078491
232	45649.5706575540	0.3104789555	179.1623506091	0.4549834900	0.8751282096	1.3415035168	0.1206350000	101310340	0	-82.1052551270	0.4233767092	73.6684646606
233	45649.6745961180	0.4574175477	179.2314448028	0.4552351610	0.8747141957	1.3410683211	0.0219730000	99853369	0	-82.1052551270	0.4233767092	73.6684646606
234	45649.7785405010	0.3207975328	179.1858191391	0.4545084317	0.8745346665	1.3404643037	0.1001600000	101594278	0	-82.3572463989	0.4399200976	75.1922760010
235	45649.8824825950	0.4535603523	179.1464362684	0.4547429503	0.8738553524	1.3405054282	0.0238870000	100101655	0	-82.3572463989	0.4399200976	75.1922760010
236	45649.9864011420	0.3549517095	179.4769218016	0.4541657445	0.8734723330	1.3408588529	0.0944400000	101817336	0	-82.6228561401	0.4373120368	76.7178268433
237	45650.0903209150	0.4205609858	179.3862032290	0.4542392342	0.8725413084	1.3428312387	0.0221130000	100474949	0	-82.6228561401	0.4373120368	76.7178268433
238	45650.1942273390	0.3672299087	179.2041240461	0.4537236397	0.8720492721	1.3440488943	0.1137100000	102102770	0	-82.9177780151	0.4295904040	78.2040863037
239	45650.2980971980	0.4248097837	179.2118421599	0.4538111508	0.8709099293	1.3464175086	0.0205780000	100685979	0	-82.9177780151	0.4295904040	78.2040863037
240	45650.4019551350	0.3685450256	179.1142250963	0.4533182722	0.8702804446	1.3483774960	0.1430390000	102361196	0	-83.2398452759	0.4302031994	79.6756896973
241	45650.5058284130	0.4444450438	179.1471739288	0.4534901838	0.8688852191	1.3522131929	0.0209640000	101070137	0	-83.2398452759	0.4302031994	79.6756896973
242	45650.6097010770	0.3714524209	179.2359937088	0.4530213915	0.8682080507	1.3549568507	0.1328720000	102624334	0	-83.6045761108	0.4391939640	81.1414566040
243	45650.7135701170	0.4354782701	179.4868392362	0.4531413749	0.8667121530	1.3576533863	0.0228150000	101235803	0	-83.6045761108	0.4391939640	81.1414566040
244	45650.8174413570	0.3806529641	179.3432686599	0.4527150392	0.8660665751	1.3605296202	0.1300730000	102881960	0	-84.0042648315	0.4311331809	82.5739669800
245	45650.9213115230	0.4204888642	179.3093226197	0.4527585413	0.8645261526	1.3641479761	0.0211950000	101523865	0	-84.0042648315	0.4311331809	82.5739669800
246	45651.0252077480	0.3794839084	179.0811396599	0.4523351258	0.8639445901	1.3674129085	0.0827100000	103163566	0	-84.4249572754	0.4667133093	84.0007476807
247	45651.1291038900	0.4489622712	179.0659629796	0.4524978580	0.8623073697	1.3711029607	0.0211040000	101800691	0	-84.4249572754	0.4667133093	84.0007476807
248	45651.2329720960	0.3802942336	179.1385269093	0.4520874475	0.8616955280	1.3736235525	0.1793570000	103427172	0	-84.8888168335	0.4756438434	85.4408721924
249	45651.3368411940	0.4456297755	178.9445905180	0.4522240997	0.8599984050	1.3772591407	0.0201090000	102071161	0	-84.8888168335	0.4756438434	85.4408721924
250	45651.4407344610	0.3830641508	179.2202979341	0.4518285369	0.8593710661	1.3806639443	0.1181650000	103708198	0	-85.3782424927	0.4769783020	86.8588256836
251	45651.5446776520	0.4460256100	179.1613260808	0.4519595171	0.8575699925	1.3824415813	0.0243510000	102370571	0	-85.3782424927	0.4769783020	86.8588256836
252	45651.6486198160	0.3908956647	179.2526320496	0.4515984890	0.8569224477	1.3847887956	0.1186410000	104014120	0	-85.8961181641	0.4833345711	88.2685470581
253	45651.7525735270	0.4510084391	179.2704861641	0.4517399237	0.8550511003	1.3851705946	0.0221320000	102732797	0	-85.8961181641	0.4833345711	88.2685470581
254	45651.8565193000	0.3931553960	179.2074435180	0.4513936180	0.8543924689	1.3855083388	0.1377930000	104361906	0	-86.4525833130	0.4843178689	89.6723937988
255	45651.9604270340	0.4576923251	179.2305295574	0.4515537028	0.8523939848	1.3861720592	0.0220010000	103050603	0	-86.4525833130	0.4843178689	89.6723937988
256	45652.0643449770	0.4110496640	179.1639352130	0.4512767906	0.8516738415	1.3865691950	0.1363890000	104890924	0	-87.0289535522	0.5030651689	91.0876922607
257	45652.1682902930	0.4616716504	179.0314022224	0.4514417508	0.8495980501	1.3874958780	0.0255660000	103576117	0	-87.0289535522	0.5030651689	91.0876922607
258	45652.2722578610	0.4191723466	179.2413349167	0.4511999991	0.8487399817	1.3885291494	0.1095290000	105286354	0	-87.6319427490	0.5123044252	92.4961090088
259	45652.3762244710	0.4765246809	179.7769173703	0.4514120394	0.8463491201	1.3881546339	0.0240190000	104086451	0	-87.6319427490	0.5123044252	92.4961090088
260	45652.4801904110	0.4437118769	179.5808772807	0.4512597203	0.8454056382	1.3878947079	0.1693240000	105686244	0	-88.2669754028	0.5290645361	93.8910827637
261	45652.5841554680	0.4560565352	179.2743247304	0.4513754091	0.8430905938	1.3892088987	0.0243470000	104384401	0	-88.2669754028	0.5290645361	93.8910827637
262	45652.6881225330	0.4528423548	179.2830127310	0.4512558381	0.8421039581	1.3894587950	0.1286250000	106027218	0	-88.8976974487	0.5293831825	95.2845611572
263	45652.7920899810	0.4767637551	179.5634602983	0.4514433132	0.8396341205	1.3896584872	0.0238870000	104718287	0	-88.8976974487	0.5293831825	95.2845611572
264	45652.8960327630	0.4599597752	179.4435085161	0.4513511761	0.8386294842	1.3896571835	0.1075430000	106325280	0	-89.5673141479	0.5478579402	96.6898422241
265	45652.9999735810	0.4700070918	179.2616752201	0.4515059674	0.8362334371	1.3892403833	0.0234380000	104999665	0	-89.5673141479	0.5478579402	96.6898422241
266	45653.1039394850	0.4616557658	179.4788888960	0.4514206851	0.8351563811	1.3889445872	0.0964880000	106622262	0	-90.2280654907	0.5516301990	98.0758056641
267	45653.2078833090	0.4789320230	179.4893117647	0.4515984077	0.8338301182	1.3894718558	0.0244860000	105443895	0	-90.2280654907	0.5516301990	98.0758056641
268	45653.3118037820	0.4784763753	179.3147594503	0.4515717107	0.8341398835	1.3889672642	0.1314360000	106932196	0	-90.9282684326	0.5524479151	99.4666213989
269	45653.4157447550	0.4767491221	179.4230589298	0.4517301277	0.8338872790	1.3886791538	0.0238880000	105778525	0	-90.9282684326	0.5524479151	99.4666213989
270	45653.5196849330	0.4987964928	179.3332965837	0.4517747974	0.8342173100	1.3883105406	0.1141770000	107284914	0	-91.6404266357	0.5525591969	100.8646392822
271	45653.6236029820	0.4628079236	179.3779660209	0.4518672302	0.8340030909	1.3876060891	0.0246440000	106072903	0	-91.6404266357	0.5525591969	100.8646392822
272	45653.7275240500	0.5037244558	179.3313431496	0.4519283725	0.8343609571	1.3869917717	0.1119580000	107929460	0	-92.3479690552	0.5525565743	102.2316894531
273	45653.8314789190	0.4623715580	179.2250654061	0.4520100411	0.8341634870	1.3861749052	0.0247080000	106734449	0	-92.3479690552	0.5525565743	102.2316894531
274	45653.9354271200	0.5061336160	179.2895560522	0.4520784640	0.8345422745	1.3854139834	0.1183060000	108322142	0	-93.0642395020	0.5502054095	103.5792846680
275	45654.0393360660	0.4706957340	179.3476126602	0.4521810910	0.8343707323	1.3845289333	0.0229090000	107020691	0	-93.0642395020	0.5502054095	103.5792846680
276	45654.1432479490	0.5160638094	179.4887380288	0.4522801263	0.8347740769	1.3837038763	0.1267010000	108701160	0	-93.7917404175	0.5522481799	104.9142532349
277	45654.2471648690	0.4668034315	179.4240014959	0.4523577049	0.8346462250	1.3834424000	0.0237450000	107357109	0	-93.7917404175	0.5522481799	104.9142532349
278	45654.3510939140	0.5219640136	179.5633236946	0.4524763773	0.8350630999	1.3832741260	0.1021400000	109041478	0	-94.5104522705	0.5437399149	106.2141494751
279	45654.4550371190	0.4747695327	179.5427375044	0.4525700498	0.8349741101	1.3825491492	0.0221320000	107703383	0	-94.5104522705	0.5437399149	106.2141494751
280	45654.5589729800	0.5239039660	179.3369439047	0.4526921107	0.8353945017	1.3813977307	0.0953970000	109389984	0	-95.2409133911	0.5416737795	107.4962081909
281	45654.6629157690	0.4893222749	179.3361789235	0.4528333828	0.8353283405	1.3821556972	0.0238750000	108025873	0	-95.2409133911	0.5416737795	107.4962081909
282	45654.7668567410	0.5327818990	179.3319988478	0.4529822138	0.8357867002	1.3816685829	0.1425030000	109715422	0	-95.9751358032	0.5483763814	108.7734298706
283	45654.8707741060	0.4743660092	179.1457942306	0.4530575313	0.8357533216	1.3808967431	0.0236510000	108351531	0	-95.9751358032	0.5483763814	108.7734298706
284	45654.9746937940	0.5318862200	179.4164199859	0.4531999083	0.8362177014	1.3795486419	0.1132220000	110065760	0	-96.6715621948	0.5503332615	109.9910964966
285	45655.0786131870	0.4671033323	179.4146987782	0.4532366717	0.8362333775	1.3786136955	0.0238310000	108711929	0	-96.6715621948	0.5503332615	109.9910964966
286	45655.1825319390	0.5333776474	179.4271980244	0.4533812759	0.8367115855	1.3774794191	0.1363030000	110407634	0	-97.3567962646	0.5587605834	111.1431884766
287	45655.2864510320	0.4560969770	179.3726657941	0.4533685740	0.8367618918	1.3760404604	0.0295070000	109122495	0	-97.3567962646	0.5587605834	111.1431884766
288	45655.3903687160	0.5391403437	179.3368619424	0.4535262436	0.8372536898	1.3745713109	0.1457870000	111028764	0	-98.0085983276	0.5730282068	112.2426147461
289	45655.4942871460	0.4415023625	179.3364248103	0.4534521558	0.8373568654	1.3729886930	0.0229620000	109797297	0	-98.0085983276	0.5730282068	112.2426147461
290	45655.5982085680	0.5319604874	179.3081888083	0.4535818355	0.8378389478	1.3713302265	0.1334100000	111551626	0	-98.6314010620	0.5785927773	113.2646026611
291	45655.7021251500	0.4188030362	179.2055447255	0.4534189475	0.8379718065	1.3696544983	0.0240290000	110060691	0	-98.6314010620	0.5785927773	113.2646026611
292	45655.8060206100	0.5324874520	179.2965091848	0.4535448699	0.8384802341	1.3680431571	0.1258100000	111829264	0	-99.2052917480	0.5839396715	114.2137832642
293	45655.9099176230	0.4016657174	179.2569897103	0.4533097270	0.8386437297	1.3662594939	0.0241260000	110391389	0	-99.2052917480	0.5839396715	114.2137832642
294	45656.0138107310	0.5165460110	179.3349631499	0.4533754754	0.8391292095	1.3643780967	0.1725100000	112165882	0	-99.7352294922	0.5821043253	115.0552139282
295	45656.1177041980	0.3958832324	179.3302503193	0.4531135770	0.8393299580	1.3631627157	0.0251590000	110854507	0	-99.7352294922	0.5821043253	115.0552139282
296	45656.2215758430	0.5263103843	179.3183248090	0.4532024203	0.8398205638	1.3622833557	0.1355000000	112824596	0	-100.2252197266	0.5905660987	115.8487243652
297	45656.3254222430	0.3950971067	179.0341479584	0.4529258368	0.8400595784	1.3610195731	0.0252560000	111386329	0	-100.2252197266	0.5905660987	115.8487243652
298	45656.4292663720	0.5227584243	179.2524681251	0.4529938437	0.8405676484	1.3599083475	0.1392650000	113249378	0	-100.6769485474	0.5941413045	116.5599975586
299	45656.5331121310	0.4175692201	179.4374569685	0.4527784518	0.8408571482	1.3593879181	0.0255650000	111875783	0	-100.6769485474	0.5941413045	116.5599975586
300	45656.6369609530	0.5279823542	179.3222453376	0.4528541037	0.8413552046	1.3598698749	0.1523240000	113897796	0	-101.1249084473	0.5973489285	117.2030410767
301	45656.7407826920	0.4233686328	179.4555159887	0.4526444685	0.8416584134	1.3607174650	0.0247500000	112397053	0	-101.1249084473	0.5973489285	117.2030410767
302	45656.8446153620	0.5308812857	179.3538964342	0.4527191048	0.8421657085	1.3614411400	0.1613910000	114350322	0	-101.5190505981	0.6103280187	117.7757797241
303	45656.9484144420	0.4310257137	179.1420103058	0.4525225612	0.8425014615	1.3618907502	0.0252780000	112905275	0	-101.5190505981	0.6103280187	117.7757797241
304	45657.0521812410	0.5364155769	179.2782999005	0.4526035086	0.8430156112	1.3621197825	0.1715730000	164510664	0	-101.8760528564	0.6117835641	118.2878875732
305	45657.1559090280	0.4498183727	179.1392235886	0.4524528080	0.8433906436	1.3659209980	0.0236500000	139098817	0	-101.8760528564	0.6117835641	118.2878875732
306	45657.2596094530	0.5394127965	179.2590524274	0.4525348527	0.8438918591	1.3696554111	0.1470940000	141171758	0	-102.2166519165	0.6164146662	118.7242202759
307	45657.3633122670	0.4810995758	179.4022268528	0.4524676451	0.8442962170	1.3778690360	0.0247660000	139532527	0	-102.2166519165	0.6164146662	118.7242202759
308	45657.4669927220	0.5499943495	179.3038721287	0.4525716717	0.8448095918	1.3846669663	0.1680840000	141578940	0	-102.5640029907	0.6128741503	119.1044540405
309	45657.5706725420	0.4970602989	179.3864217951	0.4525402787	0.8452336788	1.3973666983	0.0279150000	139959833	0	-102.5640029907	0.6128741503	119.1044540405
310	45657.6743750430	0.5440922976	179.3251686586	0.4526189584	0.8457346559	1.4088850167	0.1513780000	141989298	0	-102.8763732910	0.6123598814	119.4062805176
311	45657.7781001620	0.5118510723	179.5585835433	0.4526248409	0.8461900949	1.4205886003	0.0275900000	140447759	0	-102.8763732910	0.6123598814	119.4062805176
312	45657.8818500270	0.5416101217	179.5693889025	0.4526896280	0.8466812968	1.4316883909	0.1571900000	142538868	0	-103.2149200439	0.6228070259	119.6750640869
313	45657.9856017020	0.5213563442	179.8074346555	0.4527173566	0.8471249938	1.4440874548	0.0231500000	140964293	0	-103.2149200439	0.6228070259	119.6750640869
314	45658.0893295440	0.5490615964	179.6256833217	0.4527964484	0.8476327062	1.4563928529	0.2259310000	143032542	0	-103.5473098755	0.6540139318	119.9425430298
315	45658.1930330760	0.5343731642	179.4941885198	0.4528604279	0.8480883241	1.4722020645	0.0279700000	141393095	0	-103.5473098755	0.6540139318	119.9425430298
316	45658.2967102890	0.5586425662	179.6078838487	0.4529579092	0.8485748768	1.4870436874	0.1700320000	143477844	0	-103.9119720459	0.6626537442	120.2048339844
317	45658.4004149360	0.5637637973	179.8648902068	0.4530967821	0.8490520716	1.5075476484	0.0256620000	142013817	0	-103.9119720459	0.6626537442	120.2048339844
318	45658.5041426990	0.5676496029	179.8174067317	0.4532142111	0.8495785594	1.5295818894	0.1838770000	144393362	0	-104.2817687988	0.6769692302	120.4215393066
319	45658.6078427250	0.5819431543	179.9747606298	0.4533967148	0.8500588536	1.5503311433	0.0229220000	142779403	0	-104.2817687988	0.6769692302	120.4215393066
320	45658.7115680300	0.5800402761	180.0142391232	0.4535411271	0.8505860567	1.5718052431	0.1723400000	145055712	0	-104.6707916260	0.6811373830	120.6256027222
321	45658.8153190520	0.6109300256	180.3317199762	0.4537954661	0.8511095643	1.5915970949	0.0263720000	143301669	0	-104.6707916260	0.6811373830	120.6256027222
322	45658.9190640640	0.5919172168	180.3173219374	0.4539678161	0.8516271114	1.6139799501	0.2034710000	145540178	0	-105.0675582886	0.6956855655	120.7912902832
323	45659.0228163470	0.6271019578	180.3516094871	0.4542646567	0.8521605134	1.6367685779	0.0264420000	143824379	0	-105.0675582886	0.6956855655	120.7912902832
324	45659.1265500550	0.6054161191	180.3855965084	0.4544664023	0.8526993990	1.6584467925	0.2047340000	146383820	0	-105.4934082031	0.6906490922	120.9529342651
325	45659.2302289620	0.6632170081	180.4476829279	0.4548554407	0.8532670736	1.6871746171	0.0281320000	144734957	0	-105.4934082031	0.6906490922	120.9529342651
326	45659.3338578990	0.6109951138	180.4526143245	0.4550697326	0.8537961245	1.7186449290	0.2819700000	146958834	0	-105.9998703003	0.7131551504	121.0850753784
327	45659.4375118310	0.6958485246	180.5044964414	0.4555474845	0.8543919921	1.7562190640	0.0219250000	145232807	0	-105.9998703003	0.7131551504	121.0850753784
328	45659.5411910180	0.6221324205	180.5125697250	0.4557866983	0.8549332023	1.7963775842	0.2214130000	147716496	0	-106.5826263428	0.7409076095	121.2070007324
329	45659.6448688170	0.7404332757	180.5272409714	0.4563792585	0.8555465937	1.8406079133	0.0252030000	145924985	0	-106.5826263428	0.7409076095	121.2070007324
330	45659.7485494130	0.6425918341	180.5022561394	0.4566682881	0.8561115861	1.8852719166	0.2334600000	148215494	0	-107.2232589722	0.7707536221	121.2815856934
331	45659.8522301290	0.7958194017	180.5573894264	0.4574086831	0.8567770720	1.9312535621	0.0233360000	146361459	0	-107.2232589722	0.7707536221	121.2815856934
332	45659.9559091130	0.6696765423	180.5043734980	0.4577648010	0.8573791385	1.9817562753	0.3165120000	149099448	0	-107.9261703491	0.8027029634	121.2997360229
333	45660.0596113450	0.8475930095	180.4118654159	0.4586360560	0.8581061363	2.0309702512	0.0216900000	147115845	0	-107.9261703491	0.8027029634	121.2997360229
